timestamp,name,class,level,fcr,teleportTime,killTime,viperQuit,coldImmune
2023-08-25T11:26:17.039Z,sighbertwo,Sorceress,94,143,4844,,,
2023-08-25T11:29:42.879Z,sighberthree,Sorceress,95,139,5719,,1,
2023-08-25T11:29:51.150Z,sighbertwo,Sorceress,94,143,5703,9000,,
2023-08-25T11:33:47.836Z,sighbertwo,Sorceress,94,143,5828,,,
2023-08-25T11:37:03.910Z,sighbertwo,Sorceress,94,143,5766,,1,
2023-08-25T11:40:54.938Z,sighbertwo,Sorceress,94,143,5719,15516,,
2023-08-25T11:44:16.529Z,sighbertwo,Sorceress,94,143,4875,,1,
2023-08-25T11:48:12.239Z,sighbertwo,Sorceress,94,143,5797,,1,
2023-08-25T11:51:44.252Z,sighbertwo,Sorceress,94,143,4828,7094,,
2023-08-25T11:55:27.313Z,sighbertwo,Sorceress,94,143,4859,,1,
2023-08-25T11:55:36.460Z,sighberthree,Sorceress,95,139,4797,8328,,
2023-08-25T11:58:56.911Z,sighbertwo,Sorceress,94,143,5156,2078,,
2023-08-25T12:02:18.174Z,sighbertwo,Sorceress,94,143,4922,4609,,
2023-08-25T12:03:23.737Z,sighberthree,Sorceress,95,139,4734,,1,
2023-08-25T12:06:11.036Z,sighbertwo,Sorceress,94,143,4860,,,
2023-08-25T12:07:34.375Z,sighberthree,Sorceress,95,139,5109,2453,,
2023-08-25T12:09:46.410Z,sighbertwo,Sorceress,94,143,5718,12360,,
2023-08-25T12:15:31.728Z,sighbertwo,Sorceress,94,143,5750,,,
2023-08-25T12:16:51.176Z,sighberthree,Sorceress,95,139,4703,,1,
2023-08-25T12:19:08.395Z,sighbertwo,Sorceress,94,143,5281,4125,,
2023-08-25T12:20:49.150Z,sighberthree,Sorceress,95,139,5547,,1,
2023-08-25T12:22:45.524Z,sighbertwo,Sorceress,94,143,4875,,1,
2023-08-25T12:26:10.655Z,sighbertwo,Sorceress,94,143,5219,5719,,
2023-08-25T12:29:15.533Z,sighberthree,Sorceress,95,139,4797,,1,
2023-08-25T12:29:54.408Z,sighbertwo,Sorceress,94,143,4954,10078,,
2023-08-25T12:33:34.944Z,sighbertwo,Sorceress,94,143,5156,4219,,
2023-08-25T12:37:03.938Z,sighbertwo,Sorceress,94,143,5750,6985,,
2023-08-25T12:40:49.228Z,sighbertwo,Sorceress,94,143,4860,,,
2023-08-25T12:44:27.345Z,sighbertwo,Sorceress,94,143,4891,10500,,
2023-08-25T12:47:39.379Z,sighbertwo,Sorceress,94,143,4859,,1,
2023-08-25T12:49:05.775Z,sighberthree,Sorceress,95,139,5750,2078,,
2023-08-25T12:51:39.425Z,sighbertwo,Sorceress,94,143,4844,10750,,
2023-08-25T12:55:12.407Z,sighbertwo,Sorceress,94,143,5766,11578,,
2023-08-25T12:57:24.854Z,sighberthree,Sorceress,95,139,5656,18578,,
2023-08-25T12:58:43.585Z,sighbertwo,Sorceress,94,143,4985,,1,
2023-08-25T13:02:05.101Z,sighbertwo,Sorceress,94,143,5890,20141,,
2023-08-25T13:05:10.129Z,sighberthree,Sorceress,95,139,4859,,1,
2023-08-25T13:05:58.716Z,sighbertwo,Sorceress,94,143,4843,,1,
2023-08-25T13:09:34.154Z,sighbertwo,Sorceress,94,143,4859,8938,,
2023-08-25T13:13:13.479Z,sighbertwo,Sorceress,94,143,5157,41656,,
2023-08-25T13:14:26.990Z,sighberthree,Sorceress,95,139,4844,,1,
2023-08-25T13:17:42.895Z,sighbertwo,Sorceress,94,143,4938,,1,
2023-08-25T13:21:15.005Z,sighbertwo,Sorceress,94,143,4859,7797,,
2023-08-25T13:24:53.437Z,sighbertwo,Sorceress,94,143,5297,22218,,
2023-08-25T13:26:27.056Z,sighberthree,Sorceress,95,139,4812,9219,,
2023-08-25T13:28:12.682Z,sighbertwo,Sorceress,94,143,4984,11438,,
2023-08-25T13:32:06.117Z,sighbertwo,Sorceress,94,143,5828,,1,
2023-08-25T13:35:39.717Z,sighberthree,Sorceress,95,139,5672,13953,,
2023-08-25T13:35:41.243Z,sighbertwo,Sorceress,94,143,5234,10032,,
2023-08-25T13:39:23.071Z,sighbertwo,Sorceress,94,143,4828,6422,,
2023-08-25T13:42:54.927Z,sighbertwo,Sorceress,94,143,4968,,,
2023-08-25T13:46:14.591Z,sighbertwo,Sorceress,94,143,4859,9360,,
2023-08-25T13:50:17.787Z,sighbertwo,Sorceress,94,143,4859,,1,
2023-08-25T13:53:46.376Z,sighbertwo,Sorceress,94,143,5203,6891,,
2023-08-25T13:54:08.043Z,sighberthree,Sorceress,95,139,4797,,1,
2023-08-25T13:57:26.001Z,sighbertwo,Sorceress,94,143,5234,17031,,
2023-08-25T13:59:43.941Z,sighberthree,Sorceress,95,139,5672,,1,
2023-08-25T14:01:00.404Z,sighbertwo,Sorceress,94,143,5187,,1,
2023-08-25T14:04:38.276Z,sighbertwo,Sorceress,94,143,5797,,1,
2023-08-25T14:07:34.568Z,sighberthree,Sorceress,95,139,4890,,1,
2023-08-25T14:07:52.902Z,sighbertwo,Sorceress,94,143,4969,7516,,
2023-08-25T14:11:07.681Z,sighberthree,Sorceress,95,139,5047,6500,,
2023-08-25T14:11:44.753Z,sighbertwo,Sorceress,94,143,5265,24625,,
2023-08-25T14:18:01.015Z,sighbertwo,Sorceress,94,143,5797,,1,
2023-08-25T14:19:08.400Z,sighberthree,Sorceress,95,139,4734,,1,
2023-08-25T14:20:33.647Z,sighbertwo,Sorceress,94,143,4875,,1,
2023-08-25T14:23:28.025Z,sighberthree,Sorceress,95,139,5657,,1,
2023-08-25T14:24:32.978Z,sighbertwo,Sorceress,94,143,4875,,1,
2023-08-25T14:28:15.448Z,sighbertwo,Sorceress,94,143,5344,3125,,
2023-08-25T14:31:52.314Z,sighbertwo,Sorceress,94,143,4938,390,,
2023-08-25T14:35:24.125Z,sighbertwo,Sorceress,94,143,5187,,1,
2023-08-25T14:38:59.467Z,sighbertwo,Sorceress,94,143,5156,27594,,
2023-08-25T14:42:56.511Z,sighberthree,Sorceress,95,139,5188,,1,
2023-08-25T14:42:59.284Z,sighbertwo,Sorceress,94,143,5906,10109,,
2023-08-25T14:45:50.692Z,sighberthree,Sorceress,95,139,5656,2109,,
2023-08-25T14:46:18.564Z,sighbertwo,Sorceress,94,143,5828,,,
2023-08-25T14:50:18.499Z,sighbertwo,Sorceress,94,143,4844,,1,
2023-08-25T14:51:30.383Z,sighberthree,Sorceress,95,139,4828,,1,
2023-08-25T14:53:48.262Z,sighbertwo,Sorceress,94,143,5187,,1,
2023-08-25T14:56:20.049Z,sighberthree,Sorceress,95,139,24437,2094,,
2023-08-25T14:57:25.809Z,sighbertwo,Sorceress,94,143,4828,,1,
2023-08-25T15:01:06.109Z,sighbertwo,Sorceress,94,143,5032,,1,
2023-08-25T15:04:42.946Z,sighbertwo,Sorceress,94,143,4891,3906,,
2023-08-25T15:08:18.880Z,sighbertwo,Sorceress,94,143,5218,,1,
2023-08-25T15:08:29.034Z,sighberthree,Sorceress,95,139,4953,,1,
2023-08-25T15:11:49.507Z,sighbertwo,Sorceress,94,143,5765,,1,
2023-08-25T15:15:26.343Z,sighbertwo,Sorceress,94,143,4875,15750,,
2023-08-25T15:15:52.986Z,sighberthree,Sorceress,95,139,5641,,1,
2023-08-25T15:19:02.492Z,sighberthree,Sorceress,95,139,4828,6422,,
2023-08-25T15:18:45.719Z,sighbertwo,Sorceress,94,143,4969,21890,,
2023-08-25T15:22:41.817Z,sighbertwo,Sorceress,94,143,5922,14047,,
2023-08-25T15:26:17.787Z,sighbertwo,Sorceress,94,143,4906,9969,,
2023-08-25T15:27:39.878Z,sighberthree,Sorceress,95,139,4953,6547,,
2023-08-25T15:30:08.549Z,sighbertwo,Sorceress,94,143,5156,,1,
2023-08-25T15:32:26.087Z,sighberthree,Sorceress,95,139,4750,3265,,
2023-08-25T15:33:46.218Z,sighbertwo,Sorceress,94,143,4860,10234,,
2023-08-25T15:37:18.027Z,sighbertwo,Sorceress,94,143,5234,6484,,
2023-08-25T15:40:41.888Z,sighbertwo,Sorceress,94,143,5813,,,
2023-08-25T15:43:01.317Z,sighberthree,Sorceress,95,139,5656,17922,,
2023-08-25T15:44:27.698Z,sighbertwo,Sorceress,94,143,4844,,,
2023-08-25T15:47:45.093Z,sighbertwo,Sorceress,94,143,4875,,1,
2023-08-25T15:48:05.004Z,sighberthree,Sorceress,95,139,5562,8281,,
2023-08-25T15:51:30.588Z,sighbertwo,Sorceress,94,143,4891,,1,
2023-08-25T15:55:13.770Z,sighbertwo,Sorceress,94,143,4860,11750,,
2023-08-25T15:58:50.518Z,sighbertwo,Sorceress,94,143,4844,,1,
2023-08-25T15:59:39.226Z,sighberthree,Sorceress,95,139,4782,,1,
2023-08-25T16:02:28.039Z,sighbertwo,Sorceress,94,143,4829,1968,,
2023-08-25T16:03:30.562Z,sighberthree,Sorceress,95,139,4703,12969,,
2023-08-25T16:05:46.586Z,sighbertwo,Sorceress,94,143,5797,,1,
2023-08-25T16:08:31.855Z,sighberthree,Sorceress,95,139,4687,,1,
2023-08-25T16:09:38.225Z,sighbertwo,Sorceress,94,143,5250,,1,
2023-08-25T16:12:59.358Z,sighbertwo,Sorceress,94,143,5188,,1,
2023-08-25T16:14:27.678Z,sighberthree,Sorceress,95,139,5063,,1,
2023-08-25T16:16:56.412Z,sighbertwo,Sorceress,94,143,4875,,1,
2023-08-25T16:17:42.005Z,sighberthree,Sorceress,95,139,5110,32250,,
2023-08-25T16:20:34.831Z,sighbertwo,Sorceress,94,143,5703,,1,
2023-08-25T16:21:23.275Z,sighberthree,Sorceress,95,139,4766,,1,
2023-08-25T16:24:11.472Z,sighbertwo,Sorceress,94,143,4890,5516,,
2023-08-25T16:27:42.095Z,sighbertwo,Sorceress,94,143,4875,11734,,
2023-08-25T16:28:37.966Z,sighberthree,Sorceress,95,139,4703,2078,,
2023-08-25T17:00:52.304Z,sighbertwo,Sorceress,94,143,4875,,,
2023-08-25T17:04:07.373Z,sighbertwo,Sorceress,94,143,5000,,,
2023-08-25T17:05:04.360Z,sighberthree,Sorceress,95,139,5875,36312,,
2023-08-25T17:07:45.802Z,sighbertwo,Sorceress,94,143,5734,,,
2023-08-25T17:08:48.237Z,sighberthree,Sorceress,95,139,4703,6500,,
2023-08-25T17:11:22.497Z,sighbertwo,Sorceress,94,143,5391,,,
2023-08-25T17:13:36.683Z,sighberthree,Sorceress,95,139,4844,,1,
2023-08-25T17:15:14.144Z,sighbertwo,Sorceress,94,143,4891,4578,,
2023-08-25T17:18:49.672Z,sighbertwo,Sorceress,94,143,4828,,1,
2023-08-25T17:19:55.725Z,sighberthree,Sorceress,95,139,5250,7500,,
2023-08-25T17:22:11.185Z,sighbertwo,Sorceress,94,143,4922,,1,
2023-08-25T17:25:47.597Z,sighbertwo,Sorceress,94,143,5360,,1,
2023-08-25T17:29:40.775Z,sighbertwo,Sorceress,94,143,5188,5437,,
2023-08-25T17:31:38.709Z,sighberthree,Sorceress,95,139,5719,,1,
2023-08-25T17:33:17.415Z,sighbertwo,Sorceress,94,143,5203,19438,,
2023-08-25T17:35:25.927Z,sighberthree,Sorceress,95,139,4860,19297,,
2023-08-25T17:36:53.547Z,sighbertwo,Sorceress,94,143,5750,5609,,
2023-08-25T17:43:22.484Z,sighberthree,Sorceress,95,139,5703,6516,,
2023-08-25T17:43:47.939Z,sighbertwo,Sorceress,94,143,4922,3844,,
2023-08-25T17:46:23.493Z,sighbertwo,Sorceress,94,143,5329,6218,,
2023-08-25T17:49:37.733Z,sighbertwo,Sorceress,94,143,4891,,,
2023-08-25T17:51:38.740Z,sighberthree,Sorceress,95,139,4828,6359,,
2023-08-25T17:53:29.872Z,sighbertwo,Sorceress,94,143,4875,30422,,
2023-08-25T17:57:14.409Z,sighbertwo,Sorceress,94,143,5938,,,
2023-08-25T18:00:41.787Z,sighbertwo,Sorceress,94,143,5156,5672,,
2023-08-25T18:02:18.820Z,sighberthree,Sorceress,95,139,5641,2609,,
2023-08-25T18:04:08.582Z,sighbertwo,Sorceress,94,143,4937,7672,,
2023-08-25T18:07:54.851Z,sighbertwo,Sorceress,94,143,4844,,,
2023-08-25T18:10:48.365Z,sighberthree,Sorceress,95,139,4718,,1,
2023-08-25T18:11:35.254Z,sighbertwo,Sorceress,94,143,5782,9281,,
2023-08-25T18:15:08.498Z,sighbertwo,Sorceress,94,143,4875,5328,,
2023-08-25T18:18:43.196Z,sighbertwo,Sorceress,94,143,5266,5625,,
2023-08-25T18:22:02.271Z,sighberthree,Sorceress,95,139,5766,,1,
2023-08-25T18:22:24.233Z,sighbertwo,Sorceress,94,143,5000,,1,
2023-08-25T18:26:04.805Z,sighbertwo,Sorceress,94,143,4906,22984,,
2023-08-25T18:29:33.298Z,sighbertwo,Sorceress,94,143,4875,20875,,
2023-08-25T18:33:15.327Z,sighbertwo,Sorceress,94,143,4953,7125,,
2023-08-25T18:36:44.773Z,sighbertwo,Sorceress,94,143,4953,,1,
2023-08-25T18:40:24.643Z,sighbertwo,Sorceress,94,143,5921,9375,,
2023-08-25T18:43:52.065Z,sighbertwo,Sorceress,94,143,5781,,1,
2023-08-25T18:47:42.970Z,sighbertwo,Sorceress,94,143,5266,,,
2023-08-25T18:48:10.550Z,sighberthree,Sorceress,95,139,5282,45703,,
2023-08-25T18:51:19.558Z,sighbertwo,Sorceress,94,143,4922,15969,,
2023-08-25T19:01:02.529Z,sighbertwo,Sorceress,94,143,4844,,,
2023-08-25T19:03:56.135Z,sighberthree,Sorceress,95,139,18281,,1,
2023-08-25T19:04:54.647Z,sighbertwo,Sorceress,94,143,4859,4516,,
2023-08-25T19:08:15.186Z,sighberthree,Sorceress,95,139,5578,,1,
2023-08-25T19:08:15.076Z,sighbertwo,Sorceress,94,143,5735,,1,
2023-08-25T19:12:08.446Z,sighberthree,Sorceress,95,139,4907,,1,
2023-08-25T19:12:14.117Z,sighbertwo,Sorceress,94,143,4829,,1,
2023-08-25T19:15:44.185Z,sighbertwo,Sorceress,94,143,4922,,,
2023-08-25T19:19:27.159Z,sighbertwo,Sorceress,94,143,5203,,,
2023-08-25T19:22:56.027Z,sighbertwo,Sorceress,94,143,5235,6125,,
2023-08-25T19:26:31.311Z,sighbertwo,Sorceress,94,143,4922,,1,
2023-08-25T19:29:58.736Z,sighberthree,Sorceress,95,139,5063,,1,
2023-08-25T19:30:07.716Z,sighbertwo,Sorceress,94,143,5718,,1,
2023-08-25T19:33:29.448Z,sighbertwo,Sorceress,94,143,4828,10532,,
2023-08-25T19:37:26.329Z,sighbertwo,Sorceress,94,143,5797,4062,,
2023-08-25T19:41:03.501Z,sighbertwo,Sorceress,94,143,4828,18016,,
2023-08-25T19:44:37.805Z,sighbertwo,Sorceress,94,143,4828,,1,
2023-08-25T19:48:09.195Z,sighbertwo,Sorceress,94,143,5656,,1,
2023-08-25T19:48:21.565Z,sighberthree,Sorceress,95,105,5079,39203,,
2023-08-25T19:51:41.714Z,sighbertwo,Sorceress,94,143,5188,5469,,
2023-08-25T19:59:13.369Z,sighbertwo,Sorceress,94,143,4813,4531,,
2023-08-25T20:02:20.123Z,sighbertwo,Sorceress,94,143,4828,,1,
2023-08-25T20:04:12.672Z,sighberthree,Sorceress,95,139,5703,2469,,
2023-08-25T20:06:15.959Z,sighbertwo,Sorceress,94,143,4860,4390,,
2023-08-25T20:09:48.538Z,sighbertwo,Sorceress,94,143,4860,,1,
2023-08-25T20:13:23.916Z,sighbertwo,Sorceress,94,143,5718,21204,,
2023-08-25T20:15:43.837Z,sighberthree,Sorceress,95,139,5266,8672,,
2023-08-25T20:16:45.430Z,sighbertwo,Sorceress,94,143,4875,8703,,
2023-08-25T20:20:21.777Z,sighbertwo,Sorceress,94,143,5156,3437,,
2023-08-25T20:25:02.054Z,sighbertwo,Sorceress,94,143,4829,,,
2023-08-25T20:28:32.520Z,sighbertwo,Sorceress,94,143,5640,5860,,
2023-08-25T20:32:09.823Z,sighbertwo,Sorceress,94,143,4937,9610,,
2023-08-25T20:35:44.809Z,sighbertwo,Sorceress,94,143,5235,22343,,
2023-08-25T20:37:42.881Z,sighberthree,Sorceress,95,139,4735,,1,
2023-08-25T20:39:20.783Z,sighbertwo,Sorceress,94,143,4891,12062,,
2023-08-25T20:42:55.576Z,sighbertwo,Sorceress,94,143,4860,,1,
2023-08-25T20:46:33.747Z,sighbertwo,Sorceress,94,143,5781,16578,,
2023-08-25T20:50:09.225Z,sighbertwo,Sorceress,94,143,4890,44906,,
2023-08-25T20:50:49.610Z,sighberthree,Sorceress,95,139,4766,30969,,
2023-08-25T20:56:27.911Z,sighbertwo,Sorceress,94,143,4781,,,
2023-08-25T20:57:14.656Z,sighberthree,Sorceress,95,139,4828,,1,
2023-08-25T20:59:52.593Z,sighberthree,Sorceress,95,139,5031,,1,
2023-08-25T21:00:07.929Z,sighbertwo,Sorceress,94,143,6437,,1,
2023-08-25T21:03:40.846Z,sighbertwo,Sorceress,94,143,5704,,,
2023-08-25T21:06:57.903Z,sighberthree,Sorceress,95,139,4781,10047,,
2023-08-25T21:07:16.289Z,sighbertwo,Sorceress,94,143,4891,,,
2023-08-25T21:10:38.013Z,sighbertwo,Sorceress,94,143,4875,,1,
2023-08-25T21:14:33.562Z,sighbertwo,Sorceress,94,143,5750,,1,
2023-08-25T21:18:00.001Z,sighbertwo,Sorceress,94,143,4875,,,
2023-08-25T21:21:43.923Z,sighbertwo,Sorceress,94,143,5750,10312,,
2023-08-25T21:22:59.209Z,sighberthree,Sorceress,95,139,5109,6016,,
2023-08-25T21:25:24.513Z,sighbertwo,Sorceress,94,143,4938,,1,
2023-08-25T21:29:00.622Z,sighbertwo,Sorceress,94,143,6218,,1,
2023-08-25T21:32:30.694Z,sighbertwo,Sorceress,94,143,4828,20813,,
2023-08-25T21:35:30.576Z,sighberthree,Sorceress,95,139,4813,13500,,
2023-08-25T21:36:07.098Z,sighbertwo,Sorceress,94,143,5735,14219,,
2023-08-25T21:39:50.651Z,sighbertwo,Sorceress,94,143,5297,,1,
2023-08-25T21:43:27.188Z,sighbertwo,Sorceress,94,143,5734,,,
2023-08-25T21:46:55.392Z,sighbertwo,Sorceress,94,143,4906,,1,
2023-08-25T21:50:33.261Z,sighbertwo,Sorceress,94,143,4969,10266,,
2023-08-25T21:54:15.303Z,sighbertwo,Sorceress,94,143,5203,7047,,
2023-08-25T21:57:30.408Z,sighbertwo,Sorceress,94,143,5266,5687,,
2023-08-25T22:01:30.140Z,sighbertwo,Sorceress,94,143,4844,,1,
2023-08-25T22:05:04.404Z,sighbertwo,Sorceress,94,143,4828,12593,,
2023-08-25T22:08:44.196Z,sighbertwo,Sorceress,94,143,5297,5625,,
2023-08-25T22:12:00.823Z,sighbertwo,Sorceress,94,143,4922,,1,
2023-08-25T22:14:00.109Z,sighberthree,Sorceress,95,139,4891,,1,
2023-08-25T22:15:53.851Z,sighbertwo,Sorceress,94,143,5266,,1,
2023-08-25T22:17:10.247Z,sighberthree,Sorceress,95,139,5094,23750,,
2023-08-26T00:32:18.657Z,sighbertwo,Sorceress,94,143,4828,,,
2023-08-26T00:35:52.534Z,sighbertwo,Sorceress,94,143,4937,7329,,
2023-08-26T00:39:27.943Z,sighbertwo,Sorceress,94,143,4844,10625,,
2023-08-26T00:43:04.301Z,sighbertwo,Sorceress,94,143,4906,,1,
2023-08-26T00:43:12.152Z,sighberthree,Sorceress,95,139,5078,11360,,
2023-08-26T00:46:43.963Z,sighbertwo,Sorceress,94,143,4969,2094,,
2023-08-26T00:48:22.239Z,sighberthree,Sorceress,95,139,4734,7297,,
2023-08-26T00:50:17.921Z,sighbertwo,Sorceress,94,143,4829,,1,
2023-08-26T00:53:55.835Z,sighbertwo,Sorceress,94,143,4813,,1,
2023-08-26T00:57:28.823Z,sighbertwo,Sorceress,94,143,5844,,1,
2023-08-26T00:57:52.373Z,sighberthree,Sorceress,95,139,5641,,1,
2023-08-26T01:01:05.235Z,sighbertwo,Sorceress,94,143,5765,7000,,
2023-08-26T01:01:22.848Z,sighberthree,Sorceress,95,139,4735,,1,
2023-08-26T01:04:26.659Z,sighbertwo,Sorceress,94,143,4937,,1,
2023-08-26T01:07:51.464Z,sighberthree,Sorceress,95,139,4765,7750,,
2023-08-26T01:08:18.957Z,sighbertwo,Sorceress,94,143,5328,,1,
2023-08-26T01:11:10.646Z,sighberthree,Sorceress,95,139,4953,48140,,
2023-08-26T01:11:59.635Z,sighbertwo,Sorceress,94,143,4906,10938,,
2023-08-26T01:15:32.239Z,sighberthree,Sorceress,95,139,4718,,1,
2023-08-26T01:15:30.579Z,sighbertwo,Sorceress,94,143,5250,,1,
2023-08-26T01:19:07.766Z,sighbertwo,Sorceress,94,143,5266,4734,,
2023-08-26T01:22:48.100Z,sighbertwo,Sorceress,94,143,5313,6297,,
2023-08-26T01:26:21.967Z,sighbertwo,Sorceress,94,143,5235,,,
2023-08-26T01:29:58.770Z,sighbertwo,Sorceress,94,143,5156,12672,,
2023-08-26T01:33:16.193Z,sighberthree,Sorceress,95,139,5672,,1,
2023-08-26T12:21:39.721Z,sighbertwo,Sorceress,94,143,5234,16422,,
2023-08-26T12:25:40.604Z,sighberthree,Sorceress,95,139,4891,,1,
2023-08-26T12:25:34.417Z,sighbertwo,Sorceress,94,143,6359,,1,
2023-08-26T12:29:16.180Z,sighbertwo,Sorceress,94,143,5922,,1,
2023-08-26T12:29:10.292Z,sighberthree,Sorceress,95,139,4859,34078,,
2023-08-26T12:32:27.752Z,sighbertwo,Sorceress,94,143,5828,,1,
2023-08-26T12:33:08.110Z,sighberthree,Sorceress,95,139,4922,,1,
2023-08-26T12:36:20.728Z,sighbertwo,Sorceress,94,143,5187,,1,
2023-08-26T12:38:56.720Z,sighberthree,Sorceress,95,139,5141,3578,,
2023-08-26T12:39:40.453Z,sighbertwo,Sorceress,94,143,4875,422,,
2023-08-26T12:42:14.162Z,sighberthree,Sorceress,95,139,4797,,1,
2023-08-26T12:43:16.987Z,sighbertwo,Sorceress,94,143,4969,,,
2023-08-26T12:47:13.060Z,sighbertwo,Sorceress,94,143,4938,,1,
2023-08-26T12:50:39.038Z,sighbertwo,Sorceress,94,143,5875,,,
2023-08-26T12:53:58.389Z,sighberthree,Sorceress,95,139,4781,11454,,
2023-08-26T12:54:15.409Z,sighbertwo,Sorceress,94,143,4922,,,
2023-08-26T12:58:02.376Z,sighbertwo,Sorceress,94,143,4954,,1,
2023-08-26T13:01:34.445Z,sighbertwo,Sorceress,94,143,4969,,1,
2023-08-26T13:05:16.663Z,sighbertwo,Sorceress,94,143,5718,8797,,
2023-08-26T13:05:48.733Z,sighberthree,Sorceress,95,139,4891,,1,
2023-08-26T13:08:48.995Z,sighbertwo,Sorceress,94,143,4828,,1,
2023-08-26T13:09:32.855Z,sighberthree,Sorceress,95,139,4891,9625,,
2023-08-26T13:12:28.465Z,sighbertwo,Sorceress,94,143,5766,,1,
2023-08-26T13:16:00.778Z,sighbertwo,Sorceress,94,143,4906,,1,
2023-08-26T13:16:25.181Z,sighberthree,Sorceress,95,139,4875,30328,,
2023-08-26T13:19:21.002Z,sighbertwo,Sorceress,94,143,5250,,,
2023-08-26T13:23:13.151Z,sighbertwo,Sorceress,94,143,4844,,,
2023-08-26T13:24:33.919Z,sighberthree,Sorceress,95,139,5687,2110,,
2023-08-26T13:26:42.718Z,sighbertwo,Sorceress,94,143,5766,8109,,
2023-08-26T13:30:15.517Z,sighberthree,Sorceress,95,139,4750,4640,,
2023-08-26T13:30:31.012Z,sighbertwo,Sorceress,94,143,5000,11469,,
2023-08-26T13:34:00.815Z,sighbertwo,Sorceress,94,143,5812,,,
2023-08-26T13:34:53.408Z,sighberthree,Sorceress,95,139,5657,,1,
2023-08-26T13:37:45.999Z,sighbertwo,Sorceress,94,143,5703,3360,,
2023-08-26T13:41:25.424Z,sighbertwo,Sorceress,94,143,4968,,,
2023-08-26T13:44:53.849Z,sighbertwo,Sorceress,94,143,5188,,1,
2023-08-26T13:46:44.838Z,sighberthree,Sorceress,95,139,5625,13312,,
2023-08-26T13:48:11.615Z,sighbertwo,Sorceress,94,143,4937,,1,
2023-08-26T13:52:06.574Z,sighbertwo,Sorceress,94,143,4859,12235,,
2023-08-26T13:52:14.175Z,sighberthree,Sorceress,95,139,5766,9813,,
2023-08-26T13:55:44.420Z,sighbertwo,Sorceress,94,143,5219,,1,
2023-08-28T13:28:08.844Z,sighbertwo,Sorceress,94,143,5125,5797,,
2023-08-28T13:30:38.085Z,sighberthree,Sorceress,95,139,5703,,1,
2023-08-28T13:32:04.122Z,sighbertwo,Sorceress,94,143,4844,8593,,
2023-08-28T13:34:45.682Z,sighberthree,Sorceress,95,139,4828,2109,,
2023-08-28T13:35:41.395Z,sighbertwo,Sorceress,94,143,5266,12609,,
2023-08-28T13:39:12.159Z,sighbertwo,Sorceress,94,143,5032,,,
2023-08-28T13:41:43.925Z,sighberthree,Sorceress,95,139,4828,9703,,
2023-08-28T13:42:50.382Z,sighbertwo,Sorceress,94,143,4890,4688,,
2023-08-28T13:46:24.935Z,sighbertwo,Sorceress,94,143,5141,,1,
2023-08-28T13:47:07.528Z,sighberthree,Sorceress,95,139,4843,18141,,
2023-08-28T13:50:02.877Z,sighbertwo,Sorceress,94,143,4875,,,
2023-08-28T13:50:09.890Z,sighberthree,Sorceress,95,139,5688,,1,
2023-08-28T13:53:38.986Z,sighbertwo,Sorceress,94,143,4860,8984,,
2023-08-28T13:54:10.573Z,sighberthree,Sorceress,95,139,4812,20500,,
2023-08-28T13:56:58.297Z,sighbertwo,Sorceress,94,143,5781,,,
2023-08-28T14:00:24.445Z,sighberthree,Sorceress,95,139,4921,,1,
2023-08-28T14:00:34.695Z,sighbertwo,Sorceress,94,143,5094,19234,,
2023-08-28T14:04:11.072Z,sighbertwo,Sorceress,94,143,5375,3735,,
2023-08-28T14:05:48.141Z,sighberthree,Sorceress,95,139,5704,2078,,
2023-08-28T14:09:55.515Z,sighbertwo,Sorceress,94,143,5266,4812,,
2023-08-28T14:10:16.614Z,sighberthree,Sorceress,95,139,5219,9625,,
2023-08-28T14:13:10.543Z,sighbertwo,Sorceress,94,143,5765,14297,,
2023-08-28T14:16:30.484Z,sighbertwo,Sorceress,94,143,6313,,1,
2023-08-28T14:20:28.467Z,sighbertwo,Sorceress,94,143,5266,11328,,
2023-08-28T14:21:38.256Z,sighberthree,Sorceress,95,139,4938,7203,,
2023-08-28T14:24:19.777Z,sighbertwo,Sorceress,94,143,5187,,1,
2023-08-28T14:28:10.355Z,sighbertwo,Sorceress,94,143,5234,,1,
2023-08-28T14:31:55.243Z,sighbertwo,Sorceress,94,143,5172,,1,
2023-08-28T14:35:31.735Z,sighbertwo,Sorceress,94,143,5390,4563,,
2023-08-28T14:39:09.042Z,sighbertwo,Sorceress,94,143,5250,4109,,
2023-08-28T14:40:39.479Z,sighberthree,Sorceress,95,139,4844,8937,,
2023-08-28T14:42:38.975Z,sighbertwo,Sorceress,94,143,5813,10156,,
2023-08-28T14:45:58.402Z,sighbertwo,Sorceress,94,143,4969,,1,
2023-08-28T14:48:33.216Z,sighberthree,Sorceress,95,139,4750,11985,,
2023-08-28T14:49:56.159Z,sighbertwo,Sorceress,94,143,4875,,,
2023-08-28T14:53:25.463Z,sighbertwo,Sorceress,94,143,4953,,1,
