timestamp,name,class,level,fcr,teleportTime,killTime,viperQuit,coldImmune
2023-08-15T10:40:33.793Z,sighberthree,Sorceress,95,114,4593,,,
2023-08-15T10:40:52.903Z,sighbertwo,Sorceress,94,0,8860,,,
2023-08-15T10:44:23.871Z,sighberthree,Sorceress,95,114,5797,,,
2023-08-15T10:44:28.332Z,sighbertwo,Sorceress,94,143,5796,10797,,
2023-08-15T10:48:07.749Z,sighberthree,Sorceress,95,114,5265,,1,
2023-08-15T10:48:12.813Z,sighbertwo,Sorceress,94,143,5250,,,
2023-08-15T10:51:41.436Z,sighberthree,Sorceress,95,114,5282,4093,,
2023-08-15T10:51:42.675Z,sighbertwo,Sorceress,94,143,4859,6766,,
2023-08-15T10:54:56.311Z,sighbertwo,Sorceress,94,143,5047,,,
2023-08-15T10:55:26.181Z,sighberthree,Sorceress,95,114,5750,,1,
2023-08-15T10:58:48.543Z,sighbertwo,Sorceress,94,143,5282,,1,
2023-08-15T10:58:33.271Z,sighberthree,Sorceress,95,114,4859,19172,,
